episode,step,episode_return,elapsed_s
83,16600,-1.6534759035251054,21.832190990447998
84,16800,-127.97660290339739,22.10994791984558
85,17000,-125.41213192735029,22.38278293609619
86,17200,-119.31443907035015,22.703033924102783
87,17400,-124.95856381281992,22.985254764556885
88,17600,-125.20867523675317,23.262577056884766
89,17800,-390.0444269813398,23.541000843048096
90,18000,-340.5658723677181,23.815682888031006
91,18200,-120.15933973676455,24.13994598388672
92,18400,-124.19673527626132,24.42124891281128
93,18600,-361.9892695507448,24.699753999710083
94,18800,-349.8521103574027,24.98172378540039
95,19000,-241.12995983993156,25.266212940216064
96,19200,-118.22693142631194,25.591996908187866
97,19400,-126.18756207474144,25.876616954803467
98,19600,-363.2362279355249,26.156941890716553
99,19800,-125.28081511259637,26.443809032440186
100,20000,-237.73928131912191,26.733078956604004
101,20200,-3.286159999804037,27.06316375732422
102,20400,-118.20812679427432,27.34651279449463
103,20600,-236.11136878341952,27.62864875793457
104,20800,-127.94137623000542,27.908581018447876
105,21000,-121.35615119230418,28.191679000854492
106,21200,-274.60681146688205,28.514601945877075
107,21400,-3.418937762661332,28.7955219745636
108,21600,-2.255123661579023,29.072754859924316
109,21800,-233.5463007384518,29.352706909179688
110,22000,-123.5337457234294,29.63630199432373
111,22200,-128.9244660596978,29.964431047439575
112,22400,-245.8183173910857,30.247769117355347
113,22600,-245.1383323525645,30.53569507598877
114,22800,-120.60521082996524,30.818242073059082
115,23000,-232.85137425966113,31.0983989238739
116,23200,-119.53653962181602,31.423696041107178
117,23400,-2.5522654840715786,31.7191219329834
118,23600,-233.1551802173963,32.00665998458862
119,23800,-123.1170138597085,32.289267778396606
120,24000,-289.2542906264769,32.56705093383789
121,24200,-237.4100541359839,32.8940269947052
122,24400,-238.47084794040725,33.178565979003906
123,24600,-120.09616718654625,33.45673179626465
124,24800,-120.74214650179565,33.73460292816162
125,25000,-119.43289853736944,34.01913285255432
126,25200,-129.87187705228592,34.34717416763306
127,25400,-3.371303800239011,34.62369894981384
128,25600,-245.16552781373537,34.906144857406616
129,25800,-354.24404502375467,35.19446086883545
130,26000,-117.70835476520202,35.47256588935852
131,26200,-2.21378041040728,35.80036497116089
132,26400,-121.90154827801274,36.08219289779663
133,26600,-125.377793531938,36.365726947784424
134,26800,-254.37512543393078,36.647894859313965
135,27000,-120.43476568682254,36.935340881347656
136,27200,-238.62960204140228,37.26765298843384
137,27400,-126.20596967265472,37.54840683937073
138,27600,-125.53153003469336,37.82960295677185
139,27800,-238.41214905725266,38.11271905899048
140,28000,-234.00000609731336,38.397074937820435
141,28200,-128.54955876163174,38.73054790496826
142,28400,-125.16446848858318,39.016594886779785
143,28600,-326.51015263916406,39.299854040145874
144,28800,-116.20444713312165,39.5894660949707
145,29000,-124.38074071865549,39.871814012527466
146,29200,-116.40084698390763,40.20131874084473
147,29400,-279.09811198032185,40.48226714134216
148,29600,-122.520956340635,40.76174783706665
149,29800,-126.2799813846565,41.04142475128174
150,30000,-231.762155241403,41.32331895828247
151,30200,-122.178655003723,41.65504288673401
152,30400,-3.1079639765822327,41.943334102630615
153,30600,-128.37739027811944,42.22937488555908
154,30800,-248.827735922972,42.51308488845825
155,31000,-126.59455439209871,42.80018091201782
156,31200,-126.80209697763574,43.12911581993103
157,31400,-126.53753106582549,43.41545796394348
158,31600,-133.62920635302856,43.70359182357788
159,31800,-125.59635990987317,43.99211597442627
160,32000,-227.4675446264778,44.274619817733765
161,32200,-115.84588009416971,44.60269474983215
162,32400,-329.5572239069907,44.88160681724548
163,32600,-125.19783657686851,45.16847586631775
164,32800,-126.60021616209214,45.45805788040161
165,33000,-232.2118236105743,45.74676990509033
166,33200,-123.31068254398939,46.07614517211914
167,33400,-122.93323636784561,46.35859203338623
168,33600,-124.67614308952055,46.64918899536133
169,33800,-123.92292518292771,46.93540906906128
170,34000,-116.6194638797499,47.221630811691284
171,34200,-121.77169233135365,47.55521512031555
172,34400,-117.03732037004575,47.83675193786621
173,34600,-2.0062706333650295,48.12015676498413
174,34800,-2.008461035483262,48.400975942611694
175,35000,-120.94852623732862,48.68544101715088
176,35200,-124.76398278262113,49.01515197753906
177,35400,-1.9996453888106338,49.298269748687744
178,35600,-119.81857404416883,49.57735586166382
179,35800,-128.04073360046556,49.86052489280701
180,36000,-2.1090834615738103,50.147963762283325
181,36200,-127.33640333671772,50.48943209648132
182,36400,-116.44059055103693,50.77123713493347
183,36600,-232.79013125183658,51.058971881866455
184,36800,-250.57132432961342,51.339284896850586
185,37000,-3.2695658550565594,51.62650108337402
186,37200,-127.63435562599796,51.960662841796875
187,37400,-119.48709764550952,52.24506497383118
188,37600,-2.7558775733073584,52.53309488296509
189,37800,-253.3468582819734,52.820337772369385
190,38000,-121.40067025947644,53.10102081298828
191,38200,-129.13882328330675,53.433115005493164
192,38400,-115.93993924298807,53.71609377861023
193,38600,-119.066535978754,53.997807025909424
194,38800,-128.64918772506704,54.28884816169739
195,39000,-118.93956726820147,54.58078408241272
196,39200,-2.2277775520552265,54.91437578201294
197,39400,-130.73087200816119,55.19752383232117
198,39600,-127.93990784618792,55.48535704612732
199,39800,-120.03318094740952,55.7693989276886
200,40000,-121.148786907222,56.059327840805054
