episode,step,episode_return,elapsed_s
1,347,89.75610939321356,0.001081705093383789
2,1346,-35.77010949105808,0.8173580169677734
3,1618,91.12747965175257,1.3109958171844482
4,2617,-34.78563677111924,3.270643949508667
5,3287,80.06286084951589,4.646550893783569
6,4286,-33.8406519306815,6.6211137771606445
7,5285,-35.647164491595326,8.571140766143799
8,5759,82.33319028958407,9.414066791534424
9,6093,88.42041930376004,10.200050830841064
10,6775,79.5187951707136,11.414921998977661
11,7774,-29.608944256301122,13.391396760940552
12,8773,-30.703973437527196,15.397384881973267
13,9120,87.40169358358844,16.247150659561157
14,9588,86.56932184090726,17.135912895202637
15,9957,85.72303210547307,18.277358770370483
16,10165,88.4083061557557,18.73684597015381
17,10385,86.58332410677211,19.165491819381714
18,10581,87.71243619706561,19.545132875442505
19,10809,85.30438630896921,19.999886751174927
20,10964,93.85242184197666,20.338237762451172
21,11145,91.07546580987186,20.73160696029663
22,11358,86.07322777159229,21.16329288482666
23,11453,94.7966303990648,21.353555917739868
24,11549,94.53715368334346,21.54238796234131
25,11718,92.48577480183708,21.878301858901978
26,11804,95.2671548966486,22.046265125274658
27,12003,87.94087011964649,22.46253275871277
28,12102,94.97496635339044,22.657140970230103
29,12280,92.93434001698783,23.00653100013733
30,12432,92.76686425956244,23.338698863983154
31,12641,91.71561213806304,23.761722803115845
32,12802,91.74896018820304,24.092153072357178
33,12960,91.6148724162581,24.417264938354492
34,13037,95.34361071658384,24.595789909362793
35,13178,92.54281064957114,24.917796850204468
36,13316,92.77074929673678,25.203304767608643
37,13458,93.58608312965518,25.482459783554077
38,13665,90.88225735012374,25.885084867477417
39,13743,95.33815936374423,26.038163900375366
40,13885,92.05737245193336,26.316685914993286
41,14032,92.30386654495004,26.631924867630005
42,14185,91.41306630914536,26.934818983078003
43,14341,90.92046359952253,27.303619861602783
44,14479,92.74954236008207,27.57456398010254
45,14691,89.57052137284276,27.996247053146362
46,14835,93.2250740878866,28.301437854766846
47,14990,92.00338099102481,28.61837100982666
48,15235,87.85420589210537,29.14633274078369
49,15427,91.33485182185066,29.53203582763672
50,15560,93.33669240694235,29.792407035827637
51,15747,90.09478309263105,30.18481683731079
52,15981,89.31466277364704,30.65932273864746
53,16136,92.4559319577812,30.9993999004364
54,16225,95.51769852556058,31.17776584625244
55,16378,92.82380281114612,31.48473286628723
56,16461,95.83610591644182,31.645771980285645
57,16618,92.95193506622026,31.962416887283325
58,16778,92.86980274181128,32.27913689613342
59,16933,93.35333509191277,32.59334707260132
60,17086,93.47647166234208,32.922935009002686
61,17246,92.42935853922918,33.24160194396973
62,17401,92.72724178793283,33.54634499549866
63,17483,95.26486944914733,33.709274768829346
64,17633,92.86846405228341,34.02914094924927
65,17774,92.79940125466894,34.30799102783203
66,17855,95.70129568261397,34.480217695236206
67,18008,92.46606503799913,34.81272912025452
68,18157,92.0298636282922,35.1283860206604
69,18307,92.05985905534892,35.432687759399414
70,18472,90.8831756258896,35.762587785720825
