episode,step,episode_return,elapsed_s
169,33800,-117.93000972924213,87.85971188545227
170,34000,-118.63847104267022,88.40118193626404
171,34200,-327.56726754764753,88.98210287094116
172,34400,-121.5712827789973,89.53242588043213
173,34600,-126.14293651111352,90.05912280082703
174,34800,-119.77408922804165,90.6067910194397
175,35000,-131.74581016666022,91.15428900718689
176,35200,-243.48950698216746,91.74221897125244
177,35400,-124.862123167047,92.30040693283081
178,35600,-226.90219819883532,92.85555791854858
179,35800,-120.24382097946255,93.40139198303223
180,36000,-122.80107116536728,93.96049189567566
181,36200,-117.00116270430622,94.55302000045776
182,36400,-1.1039527951636545,95.10963916778564
183,36600,-227.65809317867846,95.65718078613281
184,36800,-3.5088580332144965,96.20878505706787
185,37000,-313.84664532394726,96.77898287773132
186,37200,-1.9106529838629924,97.36808180809021
187,37400,-119.93119494907471,97.91235184669495
188,37600,-123.02962793095354,98.46504592895508
189,37800,-233.7689105209499,99.00975775718689
190,38000,-0.9111874547862097,99.54269576072693
191,38200,-230.51821201750215,100.13133692741394
192,38400,-248.87995471007608,100.66915607452393
193,38600,-237.25142905476255,101.21852397918701
194,38800,-126.89851615074609,101.76613593101501
195,39000,-116.07140260099274,102.31724190711975
196,39200,-116.44338726429847,102.91261887550354
197,39400,-122.11762508375917,103.47337293624878
198,39600,-120.91518689043906,104.03408980369568
199,39800,-122.76607085614354,104.59136986732483
200,40000,-127.82860531185437,105.15232491493225
