episode,step,episode_return,elapsed_s
61,12200,-227.1391100291573,29.03153109550476
62,12400,-123.94481438230406,29.5377140045166
63,12600,-1.6364533540315125,30.056257009506226
64,12800,-117.32746557295116,30.57549285888672
65,13000,-118.07656246595806,31.0972580909729
66,13200,-360.5380196625891,31.67182493209839
67,13400,-310.5211370557103,32.198899030685425
68,13600,-231.34701369014445,32.705528259277344
69,13800,-119.92950970400283,33.243627071380615
70,14000,-1.6020727840465403,33.76405096054077
71,14200,-222.31568862019392,34.34076118469238
72,14400,-230.68797341826559,34.867246866226196
73,14600,-115.19202501393202,35.40235209465027
74,14800,-1.2311420069177679,35.91947913169861
75,15000,-240.52594236678868,36.44331407546997
76,15200,-258.41752285702404,37.00323700904846
77,15400,-122.43915266332438,37.54158902168274
78,15600,-120.96146698565327,38.0677011013031
79,15800,-0.9514897800678134,38.590259075164795
80,16000,-122.62712319761755,39.10234498977661
81,16200,-238.5355480461813,39.646703004837036
82,16400,-241.42225639935623,40.175711154937744
83,16600,-125.54022658155446,40.71450400352478
84,16800,-119.08996891672703,41.240227937698364
85,17000,-313.68649502419396,41.77859592437744
86,17200,-117.98719495072845,42.33509707450867
87,17400,-120.47964547782503,42.878183126449585
88,17600,-265.2434993010877,43.41624212265015
89,17800,-0.9323596343322946,43.94896388053894
90,18000,-0.8034829886822531,44.48913908004761
91,18200,-116.94825437474488,45.07635521888733
92,18400,-230.52736093500226,45.60750699043274
93,18600,-245.10575929159006,46.13593506813049
94,18800,-294.34953956403837,46.67125415802002
95,19000,-115.83099186017128,47.201282262802124
96,19200,-241.26568810232985,47.757461071014404
97,19400,-121.43602426559438,48.28061604499817
98,19600,-241.95227973937386,48.810652017593384
99,19800,-248.83175956855706,49.33834719657898
100,20000,-118.78104268056677,49.86712408065796
101,20200,-242.05243096768046,50.447543144226074
102,20400,-1.2204607964882719,50.97483015060425
103,20600,-117.03103947583726,51.504425048828125
104,20800,-120.32597201212934,52.046653032302856
105,21000,-125.60482069439719,52.58462595939636
106,21200,-249.29989545921757,53.1649010181427
107,21400,-122.68935217564118,53.70080900192261
108,21600,-117.27217559492838,54.23930096626282
109,21800,-225.99400084896072,54.777251958847046
110,22000,-115.67964379066453,55.32308006286621
111,22200,-3.114907596325762,55.90280508995056
112,22400,-342.9316387270797,56.44330811500549
113,22600,-340.98489752427434,56.96329307556152
114,22800,-125.75095626186679,57.50240421295166
115,23000,-115.54315795528466,58.03750824928284
116,23200,-117.16825263910998,58.612940073013306
117,23400,-227.10532790632627,59.1412832736969
118,23600,-245.29881925432184,59.67058515548706
119,23800,-1.0461291145002867,60.20172309875488
120,24000,-1.3529342560968283,60.74349594116211
121,24200,-121.94923328012572,61.31747508049011
122,24400,-123.81451589757064,61.85497212409973
123,24600,-122.00128549054388,62.392483949661255
124,24800,-126.29886381572844,62.937363147735596
125,25000,-117.22176665496902,63.48347616195679
126,25200,-116.34112127326581,64.07727813720703
127,25400,-118.46153441018554,64.6258761882782
128,25600,-119.41718145264393,65.16123008728027
129,25800,-120.46550198132658,65.71068716049194
130,26000,-233.22602505193024,66.2564492225647
131,26200,-121.70702222269456,66.83302092552185
132,26400,-120.64435860441772,67.37703204154968
133,26600,-119.70678512630371,67.90596318244934
134,26800,-119.56137600114312,68.44206714630127
135,27000,-124.69630219261032,68.98342108726501
136,27200,-236.29413972841098,69.55292010307312
137,27400,-116.08827739257255,70.0904221534729
138,27600,-123.72919112308735,70.63708806037903
139,27800,-239.4730913844807,71.17924308776855
140,28000,-118.85254189250627,71.74845814704895
141,28200,-121.36046929569834,72.36046600341797
142,28400,-124.36574982396624,72.9154601097107
143,28600,-229.78120834393047,73.45870304107666
144,28800,-2.4662083394873973,74.01504898071289
145,29000,-123.80019034395575,74.56035590171814
146,29200,-232.1995957635101,75.1430389881134
147,29400,-122.54986017012322,75.69708704948425
148,29600,-2.565627753753012,76.249990940094
149,29800,-115.68256920410582,76.7920241355896
150,30000,-116.69052596604222,77.33685994148254
151,30200,-124.87132950479008,77.91384410858154
152,30400,-119.98498529092848,78.44857001304626
153,30600,-227.5082261286982,78.98114705085754
154,30800,-1.5943459285266426,79.52304005622864
155,31000,-2.0186922547939354,80.07170414924622
156,31200,-2.16260965111679,80.65922522544861
157,31400,-3.9264959714846155,81.18974900245667
158,31600,-1.5433379633974698,81.73982119560242
159,31800,-120.96186762883349,82.279620885849
160,32000,-115.27362936729462,82.83303213119507
161,32200,-120.38338514863551,83.43185424804688
162,32400,-123.93925240818129,83.98947811126709
163,32600,-237.73701747965782,84.53887701034546
164,32800,-241.1997947656372,85.08387517929077
165,33000,-122.00396307995118,85.63554811477661
166,33200,-125.02064442099733,86.23126411437988
167,33400,-118.9451692295861,86.79314422607422
168,33600,-235.88241393621712,87.32993698120117
169,33800,-237.8499722098739,87.87572526931763
170,34000,-240.8455167912136,88.41789388656616
171,34200,-130.49782650924973,88.99968409538269
172,34400,-238.74450021695648,89.55546307563782
173,34600,-122.91339168355778,90.08539915084839
174,34800,-127.59548563887219,90.62995791435242
175,35000,-121.95405707011372,91.17915916442871
176,35200,-126.10424439625437,91.77091526985168
177,35400,-120.8892203737598,92.32287693023682
178,35600,-122.53313335989067,92.87562203407288
179,35800,-123.28680555689446,93.41943001747131
180,36000,-1.83734845974126,93.98340511322021
181,36200,-237.51866791956024,94.57766723632812
182,36400,-118.25583784057837,95.13884019851685
183,36600,-124.69886351123851,95.68966627120972
184,36800,-118.65506234935262,96.23751521110535
185,37000,-242.77550292238323,96.80916905403137
186,37200,-125.54794876268289,97.39904427528381
187,37400,-116.95334693033696,97.94531798362732
188,37600,-116.05852933293535,98.49913096427917
189,37800,-122.43406358398578,99.0449149608612
190,38000,-126.92391522614103,99.58071708679199
191,38200,-119.33940684978248,100.17186903953552
192,38400,-353.2429062176185,100.70997309684753
193,38600,-328.0478650066268,101.256432056427
194,38800,-119.02419869322969,101.8075761795044
195,39000,-5.3707802636784985,102.35366606712341
196,39200,-127.7827148292538,102.95092105865479
197,39400,-237.24225219444432,103.5120940208435
198,39600,-240.39622371331197,104.07142901420593
199,39800,-3.014739124066869,104.62719392776489
200,40000,-344.43683769774066,105.18291115760803
