episode,step,episode_return,elapsed_s
1,999,-33.01199566961053,0.011877298355102539
2,1998,-34.884464064800724,2.816469192504883
3,2997,-33.219018266220736,5.715651273727417
4,3996,-34.136755905163405,8.618540048599243
5,4995,-33.91260175714916,11.48776125907898
6,5994,-33.288783219723705,14.386561155319214
7,6993,-34.18575527751893,17.345027208328247
8,7992,-33.63561977010467,20.224273204803467
9,8991,-34.24891385172593,23.08010721206665
10,9990,-34.07633054393309,25.96534824371338
11,10989,-29.81445515036871,29.051595211029053
12,11988,-31.117293715734544,31.998520135879517
13,12987,-29.115981938077624,34.93835210800171
14,13986,-29.30710260746383,37.92871809005737
15,14985,-29.59131012491793,40.877175092697144
16,15984,-32.39256400502592,43.82611036300659
17,16983,-30.142987331533863,46.783382177352905
18,17982,-30.477312895367785,49.78003215789795
19,18981,-30.49031022872659,52.698206186294556
20,19980,-30.09087264097669,55.63563799858093
21,20979,-30.469011101765613,58.60858130455017
22,21978,-30.35454654659118,61.55615520477295
23,22977,-30.464920491692656,64.48546934127808
24,23976,-30.40155828973006,67.48079514503479
25,24975,-31.54054050713145,70.46750617027283
26,25974,-30.791786177471312,73.49342012405396
27,26973,-30.56457347075293,76.57059216499329
28,27972,-30.40968521033273,79.70538330078125
29,28971,-31.291497306287077,82.79709315299988
30,29970,-30.32481072507775,85.97351813316345
31,30969,-30.461832636759297,89.2053632736206
32,31968,-28.55067504372078,92.3781430721283
33,32967,-29.473701757923973,95.51055836677551
34,33966,-29.705028506091196,98.77548718452454
35,34965,-29.374782230403827,101.9880142211914
36,35964,-32.13237673269333,105.14547729492188
37,36963,-29.385602602205964,108.41989707946777
38,37962,-31.872598819519258,111.68686723709106
39,38961,-31.08100087589814,114.86293721199036
40,39960,-30.675097619436634,118.14227724075317
41,40959,-28.626122545354697,121.45167827606201
42,41958,-30.400038171978977,124.67730927467346
43,42957,-30.276051996001694,127.96129107475281
44,43956,-27.271028227894128,131.29849338531494
45,44955,-29.87545176119591,134.54426431655884
46,45954,-29.474437493943952,137.8576900959015
47,46953,-30.09297727124212,141.21883130073547
48,47952,-31.02457439210783,144.48536705970764
49,48951,-28.85516695498386,147.77615213394165
50,49950,-29.829384970071928,151.1854763031006
51,50949,-29.892780443123566,154.46856021881104
52,51948,-30.504806915534903,157.78110814094543
53,52947,-30.566713666940622,161.20744824409485
54,53946,-29.285458766194985,164.49717140197754
55,54945,-30.422934559173697,167.7925672531128
56,55944,-29.96641366652111,171.19928407669067
57,56943,-30.892793550541903,174.49855422973633
58,57942,-29.38316468897603,177.7959291934967
59,58941,-29.218500897947294,181.21873927116394
60,59940,-29.885502250759824,184.5379672050476
61,60939,-29.639201434501903,187.8459770679474
62,61938,-30.284908495003165,191.29783606529236
63,62937,-30.81240501543297,194.627512216568
64,63936,-30.409013960478234,198.00866222381592
65,64935,-31.746369873749472,201.60698223114014
66,65934,-31.16229707839432,205.07294631004333
67,66933,-31.080767218362297,208.5079951286316
68,67932,-29.95591522288482,211.74908328056335
69,68931,-31.121941780387242,214.98570704460144
70,69930,-30.574497699182988,218.37091302871704
71,70929,-31.006586014262815,222.33161115646362
72,71928,-29.24762836276631,225.74443221092224
73,72927,-30.763520515609063,229.21463418006897
74,73926,-30.9051467461055,232.6351501941681
75,74925,-29.364014555890797,236.00485610961914
76,75924,-31.61755624400036,240.17840933799744
77,76923,-30.364085883911276,243.73613810539246
78,77922,-29.142336901482416,247.19615006446838
79,78921,-30.813081681175447,250.64914107322693
80,79920,-30.038285516191024,254.47651410102844
81,80919,-31.358299072948324,257.9922471046448
82,81918,-29.910349198526585,261.5647711753845
83,82917,-29.73655240060068,265.0066592693329
84,83916,-28.87980250245333,268.5035312175751
85,84915,-29.45630640284809,272.0137143135071
86,85914,-29.93194889806884,275.39940214157104
87,86913,-30.045695867832872,278.91907024383545
88,87912,-28.426350327543503,282.4506061077118
89,88911,-32.4810170755875,285.86105823516846
90,89910,-31.449638841529662,289.4234240055084
91,90909,-30.66245258675345,292.9536623954773
92,91908,-30.052497724421535,296.4192440509796
93,92907,-31.49108485121467,299.9766640663147
94,93906,-29.86674993302944,303.485121011734
95,94905,-28.972671095052743,306.9400010108948
96,95904,-30.970989563523197,310.52317905426025
97,96903,-29.904568963865966,313.9968681335449
98,97902,-31.116840297923055,317.4194450378418
99,98901,-30.630662337015732,320.9859640598297
100,99900,-30.600185119745795,324.4739730358124
101,100899,-29.608370577300175,327.94443702697754
102,101898,-30.029358240661093,331.55502009391785
103,102897,-31.58332900400402,335.0474181175232
104,103896,-30.6388620660304,338.5178952217102
105,104895,-32.28710382733025,342.1018240451813
106,105894,-30.00600037769235,345.56288623809814
107,106893,-30.46903305228952,349.08848118782043
108,107892,-30.338701648599073,352.6847140789032
109,108891,-29.803254984089225,356.13487005233765
110,109890,-30.618131343587564,359.6443841457367
111,110889,-31.432654936586946,363.23666310310364
112,111888,-29.74318036823655,366.7292983531952
113,112887,-29.92757801104171,370.2779772281647
114,113886,-28.037273686020107,373.9098150730133
115,114885,-30.028340519072934,377.43668031692505
116,115884,-30.51957471601988,381.0054361820221
117,116883,-29.366750070449662,384.56958627700806
118,117882,-31.67542845451197,388.08726501464844
119,118881,-31.09775989270856,391.67138028144836
120,119880,-30.286416947035,395.2244601249695
121,120879,-30.03628554776319,398.69430708885193
122,121878,-29.97712585519279,402.30413913726807
123,122877,-31.074735653809192,405.85959339141846
124,123876,-30.30860500405813,409.4124011993408
125,124875,-29.895965093809718,413.039094209671
126,125874,-29.12628949919023,416.555593252182
127,126873,-29.48606470756406,420.05730414390564
128,127872,-32.57446571374027,423.68240213394165
129,128871,-32.02331544934736,427.2084951400757
130,129870,-30.19791247877307,430.88808608055115
131,130869,-30.482878752994946,434.5610113143921
132,131868,-30.233275136877445,438.10162925720215
133,132867,-32.94090928606445,441.68112206459045
134,133866,-31.759938444696807,445.2927134037018
135,134865,-31.512871214821445,448.87827038764954
136,135864,-30.536439583437136,452.5510222911835
137,136863,-30.5792732078367,456.15674114227295
138,137862,-29.086321947553316,459.64462900161743
139,138861,-30.059885539159712,463.2749321460724
140,139860,-28.251884202331404,466.8299970626831
141,140859,-29.108851545247504,470.3669493198395
142,141858,-28.600483774229758,474.00855135917664
143,142857,-28.771462762364624,477.5425522327423
144,143856,-30.410692372860662,481.09325313568115
145,144855,-31.935452668344087,484.76471614837646
146,145854,-31.094870694824174,488.26177525520325
147,146853,-30.00406532911081,491.8360321521759
148,147852,-29.99638292305014,495.47830510139465
149,148851,-31.539267998550407,499.07362937927246
150,149850,-28.924051989734707,502.67835211753845
151,150849,-30.517456628486745,506.6934070587158
152,151848,-29.77546499775952,510.88833928108215
153,152847,-29.67169933154747,515.3872101306915
154,153846,-29.198105224970757,518.9135901927948
155,154845,-29.85946099122837,522.5338592529297
156,155844,-30.651965182759277,526.1346549987793
157,156843,-30.205313200273405,530.0185263156891
158,157842,-31.200601158521245,533.6429040431976
159,158841,-29.310584911178974,537.3138732910156
160,159840,-29.5116308820882,540.8900253772736
161,160839,-30.262395279445744,544.5844321250916
